cond,disc,data
5808,1570111488,"[[-4,-6,-8,-2,2,4,2],[1,1,1,1]]"
5808,21073807556846026752,"[[-3,11,20,19,-55,-64,-60],[]]"
5808,5808,"[[-1,0,3,1,-3,-1],[0,0,1]]"
5808,35289392535223419648,"[[-44,-132,-44,88,19,-17,8],[0,0,1,1]]"
5808,74835510165504,"[[-4,8,27,-51,-62,76,72],[]]"
5808,3251736576,"[[0,4,-11,-2,-4,-1],[0,0,1]]"
5808,2283798528,"[[-56,104,143,-230,-175,132,90],[]]"
5808,4789472650592256,"[[40,88,0,24,2,2],[]]"
5808,74835510165504,"[[4,-8,-27,51,62,-76,-72],[]]"
5808,4789472650592256,"[[-40,-88,0,-24,-2,-2],[]]"
5808,3251736576,"[[2,3,-1,-1,-3,-2,1],[1,0,1]]"
5808,2283798528,"[[56,-104,-143,230,175,-132,-90],[]]"
5810,13900878906250,"[[-7,6,-33,-3,-8,-1],[0,1,1]]"
5814,2232576,"[[0,-3,2,5,0,-1],[0,1,1]]"
5814,76291308,"[[-2,3,5,-5,-3,1,1],[0,0,1]]"
5815,29075,"[[-1,6,-9,-2,3,1,-1],[0,1,0,1]]"
5819,5819,"[[1,1,2,1,1],[0,0,0,1]]"
5819,22751248681704407457131,"[[54,112,77,-84,70,-35,7],[1]]"
5819,742045860297400836524281,"[[40,115,57,-35,132,11,-6],[1,0,1,1]]"
5824,42748346368,"[[-1,-12,-44,-36,45,4,12],[]]"
5824,64504201216,"[[-4,8,12,-20,-22,-2],[]]"
5824,19382272,"[[5,3,0,3],[0,1,0,1]]"
5824,2558686076279424,"[[15,-9,-70,-12,49,9,-4],[0,1,0,1]]"
5824,2028845000000000000000000000,"[[51,322,313,1014,-37,-28,1],[1,1,1,1]]"
5827,5827,"[[0,1,0,0,1,-1],[0,0,1,1]]"
5832,2834352,"[[0,2,-4,3,1,-1],[0,0,1]]"
5832,3570467226624,"[[-7,-54,-140,-99,38,-3],[1,0,1]]"
5832,14624633760251904,"[[-15,-3,12,-51,33,-24],[]]"
5832,45349632,"[[2,-2,1,3,-3,-1],[1,1,1,1]]"
5834,15561642472991069514469038948352,"[[528,-968,1001,-484,734,-61,129],[0,0,1,1]]"
5834,3207275418222592,"[[0,-1,54,31,-40,-16],[]]"
5834,51316406691561472,"[[0,16,8,-15,-9,16,12],[]]"
5834,46672,"[[0,1,-2,4,-4,1],[0,1,1]]"
5835,5835,"[[8,21,11,3,8,-1,1],[0,1,0,1]]"
5835,5835,"[[-2,3,-6,5,-5,2,-1],[0,0,1]]"
5835,19693125,"[[-3,-5,-4,2,2,-2],[0,0,1,1]]"
5835,5835,"[[0,-1,-2,1,2,-1],[0,1]]"
5835,5835,"[[-15,16,-8,8,-1,1],[0,1]]"
5837,5837,"[[-1,-2,-2,-1],[1,0,0,1]]"
5838,16019472,"[[-4,-1,-3,-4,-2,-2,-1],[1,0,0,1]]"
5840,3737600,"[[1,2,-1,1,2,1],[0,0,0,1]]"
5840,25082609008640,"[[-9,10,15,-12,-4,0,-4],[]]"
5840,4691593935783936000000,"[[269,-248,294,-64,24,22,-1],[1,1,1,1]]"
5840,1274730905600,"[[-6,-3,11,-6,-8,8,-4],[1]]"
5841,9312440643,"[[0,-5,-7,-1,4],[1,1,0,1]]"
5841,1419363,"[[-3,10,-4,-7,1,1],[1,0,1,1]]"
5841,9312440643,"[[-3,3,1,-3,-4,1],[1,0,1,1]]"
5848,51114466051495428096,"[[-3,36,-81,-144,-72,-18,6],[]]"
5849,5849,"[[0,0,1],[1,0,1,1]]"
5854,93664,"[[1,-3,1,3,-1,-1],[0,1,1]]"
5856,446051329687683072,"[[-81,-126,5,-48,6,-4],[]]"
