cond,disc,data
1503,2396267469,"[[0,-3,-2,-1,-4,1],[1,0,1,1]]"
1504,1540096,"[[0,-2,-4,-2],[0,1,0,1]]"
1504,98566144,"[[0,-1,24,-11,-8,2,1],[0,1]]"
1504,1614907703296,"[[0,-8,15,-8,-2,0,-1],[]]"
1504,103354093010944,"[[0,-4,-97,-44,32,8,-4],[]]"
1508,31990103213891472,"[[-136,157,-57,-10,-3,-5,-1],[1,1,1,1]]"
1519,1519,"[[-1,-1,2,0,-2],[1,1,0,1]]"
1520,2432000000,"[[-3,11,-7,-7,-1,4],[0,1]]"
1524,780288,"[[4,-6,8,-5,2,-1],[0,1,1,1]]"
1524,23242821134240376,"[[-17,-43,28,57,-24,-2],[0,1,1]]"
1524,5266944,"[[0,1,-14,9,23,9,1],[0,1,1]]"
1526,40143985573888,"[[-8,-6,20,16,-15,-8],[1,0,1]]"
1526,36260812,"[[0,2,-11,-3,3,1],[0,1]]"
1532,1532,"[[-1,1,0,-1],[1,0,0,1]]"
1532,392192,"[[-1,12,-53,0,7,1],[1,1,1]]"
1534,3068,"[[-3,1,3,-2,-2],[0,1,1,1]]"
1534,6740396,"[[-3,5,-5,4,-1,-1],[0,1,1]]"
1534,51472498688,"[[0,-16,-23,65,61,-56,-48],[]]"
1536,12288,"[[0,1,2,3,3,2,1],[]]"
1536,4718592,"[[0,2,-3,-6,2,4,1],[]]"
1536,5308416,"[[2,7,4,-2,-2,-1],[1,1,1,1]]"
1536,468750000000000000000,"[[26,-83,88,-6,-122,-43,-4],[1,1,1,1]]"
1544,3088,"[[0,0,1],[1,1,1,1]]"
1549,1549,"[[-1,-1,1,1,-1,-1],[1,0,1,1]]"
1549,3693103790283203125,"[[116,-65,-3,-23,-14,2,1],[1,0,1,1]]"
1550,7782502783032000,"[[-60,-45,29,58,56,-18,-33],[0,1,1]]"
1550,150785991421245000,"[[12,-126,-97,205,-39,-14,-1],[0,1,1,1]]"
1550,189208984375000000,"[[0,40,-83,8,-9,6,-1],[0,1,1]]"
1550,969635620048581036152000,"[[-51,21,364,-165,-175,-28,-2],[1,0,0,1]]"
1551,686346040133492211,"[[-200,129,83,-62,-18,3],[0,0,1]]"
1557,7447082733,"[[0,-3,0,-6,3,0,-1],[0,0,0,1]]"
1557,23372135773036178258493,"[[-7,108,-369,-180,-240,147,-18],[1]]"
